original_title,genres,actor1,actor2,director,popularity,release_date,vote_average,vote_count,production_companies,budget_adj,revenue_adj,release_year,runtime,id,imdb_id
Electric Dreams,Comedy,Lenny Von Dohlen,Virginia Madsen,Steve Barron,0.109048,7/20/84,5.6,11,Virgin,36465392.87917733,113802822.54054782,1984,95,19596,tt0087197
The Hit,Drama,John Hurt,Terence Stamp,Stephen Frears,0.08784,9/12/84,6.3,13,Zenith Entertainment,36465392.87917733,113802822.54054782,1984,98,19621,tt0087414
Under the Volcano,Drama,Albert Finney,Jacqueline Bisset,John Huston,0.082235,6/12/84,6.4,11,Conacite Uno,36465392.87917733,113802822.54054782,1984,112,41089,tt0088322
The Company of Wolves,Fantasy,Sarah Patterson,Angela Lansbury,Neil Jordan,0.06413300000000001,9/15/84,6.6,14,Palace Pictures,4198084.0783883,113802822.54054782,1984,95,11905,tt0087075
Return of the Jedi,Adventure,Mark Hamill,Harrison Ford,Richard Marquand,4.828854,5/23/83,7.8,3101,Lucasfilm,70824243.1274759,1253818981.11608,1983,135,1892,tt0086190
Scarface,Action,Al Pacino,Steven Bauer,Brian De Palma,3.178818,12/8/83,7.8,1741,Universal Pictures,54732799.9439536,144242170.746632,1983,170,111,tt0086250
Never Say Never Again,Adventure,Sean Connery,Kim Basinger,Irvin Kershner,1.774018,10/7/83,5.8,183,PSO International,78815231.9192932,350289919.641303,1983,134,36670,tt0086006
Octopussy,Adventure,Roger Moore,Maud Adams,John Glen,1.575742,6/5/83,5.9,289,Eon Productions,60206079.938348904,402176613.988171,1983,131,700,tt0086034
A Christmas Story,Comedy,Melinda Dillon,Darren McGavin,Bob Clark,1.494805,11/18/83,7.1,186,Metro-Goldwyn-Mayer (MGM),36465392.87917733,42240900.945673294,1983,94,850,tt0085334
Superman III,Comedy,Christopher Reeve,Richard Pryor,Richard Lester,1.263139,6/17/83,4.7,239,Warner Bros.,85383167.91256759,165949849.430067,1983,125,9531,tt0086393
Trading Places,Comedy,Eddie Murphy,Dan Aykroyd,John Landis,1.1151389999999999,6/7/83,6.9,353,Paramount Pictures,88886067.1089806,197913804.59733602,1983,116,1621,tt0086465
WarGames,Thriller,Matthew Broderick,Dabney Coleman,John Badham,1.106471,6/3/83,6.8,257,United Artists,26271743.9730977,174198447.996724,1983,114,860,tt0086567
National Lampoon's Vacation,Comedy,Chevy Chase,Beverly D'Angelo,Harold Ramis,1.0684,7/28/83,6.9,201,Warner Bros.,32839679.966372102,134422775.850575,1983,98,11153,tt0085995
Jaws 3,Horror,Dennis Quaid,Bess Armstrong,Joe Alves,1.065331,3/16/83,4.2,124,Universal Pictures,44880895.9540419,192631115.158905,1983,99,17692,tt0085750
The Meaning of Life,Comedy,Terry Gilliam,Graham Chapman,Terry Jones|Terry Gilliam,0.941118,3/31/83,6.9,293,Universal Pictures,36465392.87917733,113802822.54054782,1983,107,4543,tt0085959
Terms of Endearment,Drama,Shirley MacLaine,Debra Winger,James L. Brooks,0.8072010000000001,11/20/83,6.3,74,Paramount Pictures,17514495.9820651,113802822.54054782,1983,132,11050,tt0086425
Private School,Comedy,Phoebe Cates,Betsy Russell,Noel Black,0.772972,7/29/83,4.5,12,Universal Pictures,36465392.87917733,113802822.54054782,1983,89,18835,tt0086143
Sudden Impact,Action,Clint Eastwood,Sondra Locke,Clint Eastwood,0.771263,12/8/83,6.6,78,Warner Bros.,48164863.9506791,148090959.34557,1983,117,10650,tt0086383
Risky Business,Comedy,Tom Cruise,Rebecca De Mornay,Paul Brickman,0.699455,8/5/83,6.3,164,"Geffen Company, The",13573734.3861004,139112774.744972,1983,98,9346,tt0086200
The Right Stuff,Drama,Fred Ward,Dennis Quaid,Philip Kaufman,0.6757529999999989,10/21/83,7.2,120,Warner Bros.,59111423.9394698,47070207.9518001,1983,193,9549,tt0086197
Breathless,Action,Richard Gere,ValÃ©rie Kaprisky,Jim McBride,0.65591,5/13/83,5.8,32,Orion Pictures,36465392.87917733,43589206.2539886,1983,100,1058,tt0085276
Yellowbeard,Comedy,Graham Chapman,Martin Hewitt,Mel Damski,0.598749,6/24/83,5.9,18,Hemdale Film Corporation,36465392.87917733,9414041.59036002,1983,96,11609,tt0086618
Mickey's Christmas Carol,Family,Alan Young,Wayne Allwine,Burny Mattinson,0.592218999999999,10/19/83,7.4,89,Walt Disney Pictures,6567935.99327443,45975551.952921,1983,26,14813,tt0085936
Still Smokin,Comedy,Cheech Marin,Tommy Chong,Tommy Chong,0.589232,5/6/83,5.3,12,Paramount Pictures,36465392.87917733,34028476.381154805,1983,91,12695,tt0086366
The Hunger,Horror,Catherine Deneuve,David Bowie,Tony Scott,0.5756680000000001,4/29/83,6.5,47,Metro-Goldwyn-Mayer (MGM),36465392.87917733,13090535.7136992,1983,97,11654,tt0085701
Christine,Mystery,Keith Gordon,John Stockwell,John Carpenter,0.560348,12/9/83,6.4,176,Columbia Pictures,36465392.87917733,46413414.3524726,1983,110,8769,tt0085333
The Outsiders,Crime,Matt Dillon,Ralph Macchio,Francis Ford Coppola,0.554917,3/25/83,6.8,134,American Zoetrope,21893119.9775814,56260166.8912535,1983,91,227,tt0086066
Porky's II: The Next Day,Comedy,Dan Monahan,Wyatt Knight,Bob Clark,0.5436880000000001,6/24/83,4.9,25,Twentieth Century Fox Film Corporation,14230527.9854279,73909566.08930859,1983,98,19698,tt0086129
Under Fire,War,Nick Nolte,Ed Harris,Roger Spottiswoode,0.5133909999999989,10/21/83,7.2,16,Orion Pictures,36465392.87917733,113802822.54054782,1983,128,12503,tt0086510
The Man with Two Brains,Comedy,Steve Martin,Kathleen Turner,Carl Reiner,0.504901,6/10/83,5.9,50,Warner Bros.,22112051.1773572,113802822.54054782,1983,93,11591,tt0085894
The Day After,Science Fiction,Jason Robards,John Cullum,Nicholas Meyer,0.4887,11/20/83,6.7,39,ABC Circle Films,36465392.87917733,113802822.54054782,1983,127,7012,tt0085404
Cujo,Horror,Dee Wallace,Danny Pintauro,Lewis Teague,0.48558500000000004,8/10/83,5.8,73,TAFT Entertainment Pictures,10946559.9887907,113802822.54054782,1983,91,10489,tt0085382
Yentl,Music,Barbra Streisand,Mandy Patinkin,Barbra Streisand,0.478476,11/18/83,6.2,28,United Artists,26271743.9730977,66555084.731847495,1983,132,10269,tt0086619
Blue Thunder,Science Fiction,Roy Scheider,Warren Oates,John Badham,0.465858,2/5/83,5.8,50,Columbia Pictures Corporation,48164863.9506791,92637133.5775875,1983,109,6341,tt0085255
The Dead Zone,Thriller,Christopher Walken,Brooke Adams,David Cronenberg,0.449475,10/21/83,6.5,128,Paramount Pictures,21893119.9775814,45464601.56163621,1983,103,11336,tt0085407
Valley Girl,Comedy,Nicolas Cage,E.G. Daily,Martha Coolidge,0.419263,4/8/83,5.9,27,Atlantic Entertainment Group,766259.19921535,113802822.54054782,1983,99,19053,tt0086525
All the Right Moves,Romance,Tom Cruise,Craig T. Nelson,Michael Chapman,0.39276,10/21/83,5.3,37,Twentieth Century Fox Film Corporation,36465392.87917733,37728777.0831577,1983,91,18172,tt0085154
Zelig,Comedy,Woody Allen,Mia Farrow,Woody Allen,0.388667,7/15/83,7.1,73,Orion Pictures,36465392.87917733,25830851.5657412,1983,79,11030,tt0086637
Gorky Park,Thriller,William Hurt,Lee Marvin,Michael Apted,0.373977,12/15/83,6.2,21,Orion Pictures,36465392.87917733,35413439.5295606,1983,128,8289,tt0085615
Screwballs,Comedy,Peter Keleghan,Kent Deuters,Rafal Zielinski,0.363044,4/1/83,5.2,12,,36465392.87917733,113802822.54054782,1983,80,25164,tt0086264
Flashdance,Drama,Jennifer Beals,Michael Nouri,Adrian Lyne,0.343668,4/14/83,6.1,149,Paramount Pictures,8757247.99103257,203433504.57402,1983,95,535,tt0085549
Silkwood,Drama,Meryl Streep,Kurt Russell,Mike Nichols,0.34109,12/14/83,6.2,29,ABC Pictures,36465392.87917733,113802822.54054782,1983,131,12502,tt0086312
Curse of the Pink Panther,Comedy,David Niven,Robert Wagner,Blake Edwards,0.453516,8/12/83,4.3,13,Blake Edwards,36465392.87917733,9834358.84356161,1983,109,36576,tt0085384
Smokey and the Bandit Part 3,Action,Jackie Gleason,Jerry Reed,Dick Lowry,0.336573,8/12/83,4.8,22,Universal Pictures,36465392.87917733,12432993.3696686,1983,85,15120,tt0086325
Amityville 3-D,Horror,Tony Roberts,Tess Harper,Richard Fleischer,0.336525,11/18/83,3.9,15,De Laurentiis Entertainment Group (DEG),36465392.87917733,13865208.438922001,1983,105,27214,tt0085159
Twilight Zone: The Movie,Drama,Albert Brooks,Vic Morrow,John Landis|Steven Spielberg|George Miller|Joe Dante,0.323585,6/24/83,6.0,63,Warner Bros.,21893119.9775814,64477250.3117032,1983,101,15301,tt0086491
To Be or Not to Be,Comedy,Mel Brooks,Anne Bancroft,Alan Johnson,0.316785,12/16/83,7.2,25,Twentieth Century Fox Film Corporation,36465392.87917733,28527203.843556102,1983,107,22998,tt0086450
Educating Rita,Drama,Michael Caine,Julie Walters,Lewis Gilbert,0.316098,9/21/83,5.2,20,Acorn Pictures,36465392.87917733,113802822.54054782,1983,110,38291,tt0085478
Krull,Fantasy,Ken Marshall,Lysette Anthony,Peter Yates,0.31151999999999996,7/29/83,5.8,52,Columbia Pictures Corporation,59.1114239394699,113802822.54054782,1983,117,849,tt0085811
Rumble Fish,Action,Matt Dillon,Mickey Rourke,Francis Ford Coppola,0.31140100000000004,10/21/83,6.3,60,Universal Pictures,21893119.9775814,5461194.99216773,1983,94,232,tt0086216
Staying Alive,Drama,John Travolta,Cynthia Rhodes,Sylvester Stallone,0.307082,7/11/83,4.8,46,Paramount Pictures,48164863.9506791,142070300.99756002,1983,93,10805,tt0086361
Lone Wolf McQuade,Action,Chuck Norris,David Carradine,Steve Carver,0.290596,4/14/83,5.2,27,1818,10946559.9887907,26781039.244512197,1983,107,14854,tt0085862
The Big Chill,Comedy,Tom Berenger,Glenn Close,Lawrence Kasdan,0.288819,9/9/83,6.3,50,Columbia Pictures,36465392.87917733,113802822.54054782,1983,105,12560,tt0085244
Psycho II,Horror,Anthony Perkins,Vera Miles,Richard Franklin,0.27786500000000003,6/3/83,6.0,43,Universal Pictures,10946559.9887907,76023859.1221515,1983,113,10576,tt0086154
Losin' It,Comedy,Tom Cruise,Jackie Earle Haley,Curtis Hanson,0.258294,4/8/83,4.5,13,Tijuana Productions,36465392.87917733,113802822.54054782,1983,100,33676,tt0085868
V,Drama,Marc Singer,Faye Grant,Kenneth Johnson,0.252755,5/1/83,6.5,19,Warner Bros. Television,36465392.87917733,113802822.54054782,1983,197,101660,tt0085106
Videodrome,Horror,James Woods,Sonja Smits,David Cronenberg,0.252008,2/4/83,6.8,180,Universal Pictures,13030785.010656402,4642302.54321428,1983,87,837,tt0086541
Two of a Kind,Fantasy,John Travolta,Olivia Newton-John,John Herzfeld,0.22624699999999998,1/1/83,4.8,12,Twentieth Century Fox Film Corporation,36465392.87917733,51770555.7240109,1983,88,32644,tt0086494
The Osterman Weekend,Action,Rutger Hauer,John Hurt,Sam Peckinpah,0.218042,10/14/83,6.1,18,20th Century Fox,36465392.87917733,14201622.4991215,1983,103,12239,tt0086058
Deathstalker,Action,Rick Hill,Barbi Benton,James Sbardellati,0.210827,9/2/83,3.8,10,Palo Alto Productions,36465392.87917733,19464483.3387883,1983,80,15895,tt0087127
Michael Jackson's Thriller,Horror,Michael Jackson,Ola Ray,John Landis,0.20684899999999998,12/2/83,8.1,30,,2408243.19753395,113802822.54054782,1983,13,92060,tt0088263
Local Hero,Comedy,Burt Lancaster,Peter Riegert,Bill Forsyth,0.20670500000000003,2/17/83,7.3,29,Goldcrest Films International,36465392.87917733,113802822.54054782,1983,111,11235,tt0085859
Never Cry Wolf,Action,Charles Martin Smith,Zachary Ittimangnaq,Carroll Ballard,0.204069,1/1/83,6.1,12,Walt Disney Productions,36465392.87917733,113802822.54054782,1983,105,14280,tt0086005
Fire and Ice,Animation,Randy Norton,Cynthia Leake,Ralph Bakshi,0.196581,3/25/83,6.1,20,Polyc International BV,2627174.39730977,1665810.28079021,1983,81,15035,tt0085542
Rock & Rule,Action,Don Francks,Susan Roman,Clive A. Smith,0.19553900000000002,4/15/83,6.1,14,Nelvana Limited,17514495.9820651,113802822.54054782,1983,77,21356,tt0086203
The Star Chamber,Action,Michael Douglas,Hal Holbrook,Peter Hyams,0.558139,8/5/83,5.1,15,Twentieth Century Fox Film Corporation,36465392.87917733,113802822.54054782,1983,109,12633,tt0086356
Brainstorm,Science Fiction,Christopher Walken,Natalie Wood,Douglas Trumbull,0.254523,9/30/83,6.2,28,Metro-Goldwyn-Mayer (MGM),32839679.966372102,22373586.3886094,1983,106,15050,tt0085271
Class,Comedy,Jacqueline Bisset,Rob Lowe,Lewis John Carlino,0.4302,7/22/83,6.4,17,Orion Pictures,36465392.87917733,113802822.54054782,1983,98,21500,tt0085346
Strange Brew,Comedy,Dave Thomas,Rick Moranis,Rick Moranis|Dave Thomas,0.161325,8/26/83,5.7,25,Metro-Goldwyn-Mayer (MGM),36465392.87917733,113802822.54054782,1983,90,12921,tt0086373
Acqua e sapone,Drama,Carlo Verdone,Natasha Hovey,Carlo Verdone,0.00212,10/27/83,6.1,21,,36465392.87917733,113802822.54054782,1983,109,37777,tt0086850
The Keep,Drama,Scott Glenn,Alberta Watson,Michael Mann,0.14819200000000002,12/16/83,5.3,16,Paramount Pictures,13135871.9865488,8016728.53297487,1983,96,26198,tt0085780
Eddie and the Cruisers,Drama,Tom Berenger,Michael ParÃ©,Martin Davidson,0.147092,9/23/83,6.9,17,Embassy Productions,36465392.87917733,10257139.0727606,1983,95,21721,tt0085475
Mr. Mom,Comedy,Michael Keaton,Teri Garr,Stan Dragoti,0.14649700000000002,7/22/83,6.1,31,Twentieth Century Fox Film Corporation,36465392.87917733,141832009.711788,1983,91,13105,tt0085970
BMX Bandits,Adventure,Nicole Kidman,James Lugton,Brian Trenchard-Smith,0.136046,12/29/83,7.0,13,Nilsen Premiere,2146368.64292211,113802822.54054782,1983,88,17381,tt0085204
Something Wicked This Way Comes,Fantasy,Jason Robards,Jonathan Pryce,Jack Clayton,0.194675,4/29/83,6.3,16,Walt Disney Pictures,41596927.9574047,12382939.1294638,1983,95,24808,tt0086336
Sleepaway Camp,Horror,Felissa Rose,Jonathan Tiersten,Robert Hiltzik,0.38495799999999997,11/18/83,6.3,42,American Eagle,766259.19921535,113802822.54054782,1983,85,13567,tt0086320
Meantime,TV Movie,Phil Daniels,Tim Roth,Mike Leigh,0.0753669999999999,10/18/83,5.5,11,Channel 4 Television Corporation,36465392.87917733,113802822.54054782,1983,102,57978,tt0082727
The House on Sorority Row,Horror,Kate McNeil,Eileen Davidson,Mark Rosman,0.089401,1/21/83,5.5,11,VAE Productions,930457.5990472109,23217623.0858571,1983,91,40229,tt0085694
Metalstorm: The Destruction of Jared-Syn,Fantasy,Jeffrey Byron,Michael Preston,Charles Band,0.085136,8/19/83,2.7,10,Albert Band International Productions Inc.,36465392.87917733,113802822.54054782,1983,84,47364,tt0085935
Hercules,Action,Lou Ferrigno,Sybil Danning,Luigi Cozzi,0.095316,8/12/83,3.1,10,Golan-Globus Productions,36465392.87917733,23373519.6145935,1983,98,26452,tt0085672
Uncommon Valor,Action,Gene Hackman,Fred Ward,Ted Kotcheff,0.072379,12/16/83,6.1,20,Paramount Pictures,36465392.87917733,61081804.737452194,1983,105,9967,tt0086508
Eddie Murphy: Delirious,Comedy,Eddie Murphy,James Argiro,Bruce Gowers,0.029945,8/17/83,7.3,65,HBO,36465392.87917733,113802822.54054782,1983,69,15251,tt0085474
Spacehunter: Adventures in the Forbidden Zone,Adventure,Peter Strauss,Molly Ringwald,Lamont Johnson,0.015727,5/20/83,5.1,17,Columbia Pictures Corporation,32839679.966372102,36123647.9630093,1983,90,26978,tt0086346
Se7en,Crime,Brad Pitt,Morgan Freeman,David Fincher,4.76535899999999,9/22/95,7.9,3535,New Line Cinema,47221906.614529796,468372425.440186,1995,127,807,tt0114369
Toy Story,Animation,Tom Hanks,Tim Allen,John Lasseter,4.282462000000001,10/30/95,7.5,3141,Walt Disney Pictures,42929006.013208896,517950958.475917,1995,81,862,tt0114709
The Usual Suspects,Drama,Stephen Baldwin,Gabriel Byrne,Bryan Singer,3.440238,7/19/95,8.0,1942,Blue Parrot Productions,8585801.20264179,33401010.4343242,1995,106,629,tt0114814
Braveheart,Action,Mel Gibson,Catherine McCormack,Mel Gibson,2.5333229999999998,5/24/95,7.5,2205,Icon Entertainment International,103029614.431701,300503042.092462,1995,177,197,tt0112573
GoldenEye,Adventure,Pierce Brosnan,Sean Bean,Martin Campbell,2.440099,11/16/95,6.4,741,United Artists,82996078.29220401,503977993.446744,1995,130,710,tt0113189
Jumanji,Adventure,Robin Williams,Jonathan Hyde,Joe Johnston,2.245837,12/15/95,6.6,1105,TriStar Pictures,93012846.36195269,376054156.085859,1995,104,8844,tt0113497
Die Hard: With a Vengeance,Action,Bruce Willis,Jeremy Irons,John McTiernan,2.230236,5/19/95,6.7,1358,Twentieth Century Fox Film Corporation,128787018.039626,523879354.03866,1995,128,1572,tt0112864
Species,Science Fiction,Natasha Henstridge,Ben Kingsley,Roger Donaldson,2.216699,7/7/95,5.2,225,Metro-Goldwyn-Mayer (MGM),50083840.3487438,161699255.983087,1995,108,9348,tt0114508
Twelve Monkeys,Science Fiction,Bruce Willis,Madeleine Stowe,Terry Gilliam,2.206907,12/29/95,7.2,1439,Universal Pictures,42213522.579655394,241604445.84234,1995,129,63,tt0114746
Apollo 13,Drama,Tom Hanks,Bill Paxton,Ron Howard,2.191608,6/30/95,7.1,1002,Imagine Entertainment,74410277.08956221,508333712.06256396,1995,140,568,tt0112384
Bad Boys,Adventure,Will Smith,Martin Lawrence,Michael Bay,1.964673,4/7/95,6.4,1134,Columbia Pictures,27188370.4750323,202348766.120199,1995,118,9737,tt0112442
Pocahontas,Adventure,Irene Bedard,Mel Gibson,Mike Gabriel|Eric Goldberg,1.9132740000000001,6/14/95,6.6,795,Walt Disney Pictures,78703177.6908831,495228688.538899,1995,81,10530,tt0114148
Heat,Action,Al Pacino,Robert De Niro,Michael Mann,1.8475830000000002,12/15/95,7.5,1104,Regency Enterprises,85858012.02641791,268215876.233958,1995,171,949,tt0113277
Before Sunrise,Drama,Ethan Hawke,Julie Delpy,Richard Linklater,1.706784,1/27/95,7.6,554,Detour Film Production,3577417.16776741,7920981.15101823,1995,105,76,tt0112471
Judge Dredd,Science Fiction,Sylvester Stallone,Diane Lane,Danny Cannon,1.6490770000000001,6/30/95,5.2,339,Hollywood Pictures,128787018.039626,162405410.94363302,1995,96,9482,tt0113492
Batman Forever,Science Fiction,Val Kilmer,Tommy Lee Jones,Joel Schumacher,1.59374,5/31/95,5.2,868,Warner Bros.,143096686.71069598,481562054.87986904,1995,121,414,tt0112462
Casino,Drama,Robert De Niro,Sharon Stone,Martin Scorsese,1.5526659999999999,11/22/95,7.6,699,Universal Pictures,74410277.08956221,166152961.486099,1995,178,524,tt0112641
Clueless,Drama,Alicia Silverstone,Stacey Dash,Amy Heckerling,1.441055,7/19/95,6.9,443,Paramount Pictures,17171602.4052835,113802822.54054782,1995,97,9603,tt0112697
Babe,Fantasy,Christine Cavanaugh,Miriam Margolyes,Chris Noonan,1.3571309999999999,7/18/95,5.9,387,Universal Pictures,42929006.013208896,363658635.98521,1995,89,9598,tt0112431
Casper,Fantasy,Christina Ricci,Bill Pullman,Brad Silberling,1.27600499999999,5/26/95,5.9,561,Universal Pictures,71548343.3553482,412015705.71994597,1995,100,8839,tt0112642
It Takes Two,Comedy,Kirstie Alley,Steve Guttenberg,Andy Tennant,1.255616,11/17/95,6.1,72,Warner Bros. Pictures,36465392.87917733,113802822.54054782,1995,101,33689,tt0113442
Four Rooms,Comedy,Tim Roth,Antonio Banderas,Allison Anders|Alexandre Rockwell|Robert Rodriguez|Quentin Tarantino,1.23489,12/25/95,6.4,293,Miramax Films,5723867.46842786,6153157.52855995,1995,98,5,tt0113101
Waterworld,Adventure,Kevin Costner,Chaim Girafi,Kevin Reynolds,1.232098,7/28/95,5.8,557,Universal Pictures,250419201.74371898,378087518.505979,1995,135,9804,tt0114898
A Goofy Movie,Romance,Bill Farmer,Jason Marsden,Kevin Lima|Paul Brizzi,1.210502,4/7/95,6.6,218,Walt Disney Pictures,36465392.87917733,50582671.1057166,1995,78,15789,tt0113198
Ace Ventura: When Nature Calls,Comedy,Jim Carrey,Ian McNeice,Steve Oedekerk,1.173211,11/10/95,6.0,583,O Entertainment,42929006.013208896,303916660.775853,1995,90,9273,tt0112281
The Bridges of Madison County,Drama,Meryl Streep,Clint Eastwood,Clint Eastwood,1.173191,5/28/95,6.9,189,Amblin Entertainment,34343204.8105671,260459748.18989798,1995,135,688,tt0112579
Leaving Las Vegas,Drama,Nicolas Cage,Elisabeth Shue,Mike Figgis,1.162695,10/27/95,6.9,184,United Artists,5151480.72158507,71262149.9819269,1995,112,451,tt0113627
The Net,Crime,Sandra Bullock,Jeremy Northam,Irwin Winkler,1.1366100000000001,7/28/95,5.6,201,Columbia Pictures,31481271.0763532,1583049536.3524199,1995,114,1642,tt0113957
A Close Shave,Family,Peter Sallis,Anne Reid,Nick Park,1.1151520000000001,12/24/95,7.4,115,Aardman Animations,36465392.87917733,113802822.54054782,1995,30,532,tt0112691
Johnny Mnemonic,Adventure,Keanu Reeves,Dina Meyer,Robert Longo,1.085209,5/26/95,5.3,182,TriStar Pictures,37205138.544781104,27296723.286209602,1995,97,9886,tt0113481
Desperado,Thriller,Antonio Banderas,Salma Hayek,Robert Rodriguez,1.077787,8/25/95,6.7,536,Columbia Pictures,10016768.0697487,36354350.03910829,1995,104,8068,tt0112851
While You Were Sleeping,Comedy,Sandra Bullock,Bill Pullman,Jon Turteltaub,1.068338,4/21/95,6.2,169,Caravan Pictures,24326436.7408184,260517557.820362,1995,103,2064,tt0114924
Outbreak,Action,Dustin Hoffman,Rene Russo,Wolfgang Petersen,1.041497,3/10/95,6.1,249,Kopelson Entertainment,36465392.87917733,271682739.763507,1995,127,6950,tt0114069
To Die For,Fantasy,Nicole Kidman,Matt Dillon,Gus Van Sant,1.016022,5/20/95,6.4,76,The Rank Organisation,28619337.3421393,30457434.3164743,1995,106,577,tt0114681
Under Siege 2: Dark Territory,Action,Steven Seagal,Eric Bogosian,Geoff Murphy,0.986266,7/13/95,5.6,95,Regency Enterprises,85858012.02641791,149284306.214317,1995,100,3512,tt0114781
Cutthroat Island,Action,Geena Davis,Matthew Modine,Renny Harlin,0.981049,12/22/95,6.1,54,Le Studio Canal+,140234752.976482,26497674.2495508,1995,119,1408,tt0112760
Mortal Kombat,Action,Christopher Lambert,Robin Shou,Paul W.S. Anderson,0.958991,8/18/95,5.4,229,New Line Cinema,25757403.607925303,174858312.815653,1995,101,9312,tt0113855
Sense and Sensibility,Drama,Kate Winslet,Emma Thompson,Ang Lee,0.947883,12/13/95,7.1,185,Columbia Pictures Corporation,23610953.307264898,193180527.05944,1995,136,4584,tt0114388
Billy Madison,Comedy,Adam Sandler,Darren McGavin,Tamra Davis,0.938457,2/10/95,6.2,237,Jack Giarraputo Productions,14309668.671069598,37904500.7056097,1995,89,11017,tt0112508
Mighty Morphin Power Rangers: The Movie,Action,Jason David Frank,Karan Ashley,Bryan Spicer,0.9320729999999999,6/30/95,5.3,78,20th Century Fox,21464503.006604396,94443813.22905971,1995,92,9070,tt0113820
Get Shorty,Comedy,John Travolta,Gene Hackman,Barry Sonnenfeld,0.9017799999999999,10/20/95,6.1,139,Jersey Films,43286747.72998571,164706607.43227,1995,105,8012,tt0113161
Assassins,Action,Sylvester Stallone,Antonio Banderas,Richard Donner,0.888985,10/6/95,5.8,204,Silver Pictures,71548343.3553482,43362692.0035568,1995,132,9691,tt0112401
The Quick and the Dead,Action,Sharon Stone,Gene Hackman,Sam Raimi,0.8759950000000001,2/9/95,6.2,221,TriStar Pictures,45790939.747422904,26547955.5633272,1995,107,12106,tt0114214
French Kiss,Comedy,Meg Ryan,Kevin Kline,Lawrence Kasdan,0.829551,5/5/95,6.1,95,Twentieth Century Fox Film Corporation,36465392.87917733,113802822.54054782,1995,111,397,tt0113117
The Land Before Time III: The Time of the Great Giving,Animation,Scott McAfee,Candace Hutson,Roy Allen Smith,0.826263,8/1/95,6.0,41,Universal Cartoon Studios,36465392.87917733,113802822.54054782,1995,71,19004,tt0113596
Dracula: Dead and Loving It,Comedy,Leslie Nielsen,Mel Brooks,Mel Brooks,0.823148,12/22/95,5.6,87,Columbia Pictures,36465392.87917733,113802822.54054782,1995,88,12110,tt0112896
Copycat,Drama,Sigourney Weaver,Holly Hunter,Jon Amiel,0.808542,10/27/95,6.3,75,Regency Enterprises,36465392.87917733,113802822.54054782,1995,124,1710,tt0112722
Tank Girl,Action,Lori Petty,Ice-T,Rachel Talalay,0.8075899999999989,3/31/95,5.5,64,Metro-Goldwyn-Mayer (MGM),35774171.6776741,9444381.32290597,1995,98,9067,tt0114614
Friday,Comedy,Ice Cube,Chris Tucker,F. Gary Gray,0.805549,4/26/95,7.0,294,New Line Cinema,5008384.03487438,40376043.783007,1995,91,10634,tt0113118
Dead Man Walking,Drama,Susan Sarandon,Sean Penn,Tim Robbins,0.804711,12/29/95,7.1,144,Havoc,15740635.5381766,56328057.453892104,1995,122,687,tt0112818
Crimson Tide,Action,Denzel Washington,Gene Hackman,Tony Scott,0.7886989999999989,5/12/95,6.8,295,Hollywood Pictures,75841243.9566692,225215861.351903,1995,116,8963,tt0112740
Showgirls,Drama,Elizabeth Berkley,Gina Gershon,Paul Verhoeven,0.77385,9/22/95,5.3,101,United Artists,64393509.0198134,29121254.6946445,1995,128,10802,tt0114436
Mighty Aphrodite,Comedy,Woody Allen,Mira Sorvino,Woody Allen,0.773291,9/13/95,6.5,61,Miramax Films,21464503.006604396,9587478.00961667,1995,95,11448,tt0113819
Dead Man,Drama,Johnny Depp,Gary Farmer,Jim Jarmusch,0.764355,5/26/95,7.0,225,JVC Entertainment,12878701.8039626,113802822.54054782,1995,121,922,tt0112817
A Walk in the Clouds,Drama,Keanu Reeves,Aitana SÃ¡nchez-GijÃ³n,Alfonso ArÃ¡u,0.760076,8/11/95,6.5,86,20th Century Fox,28619337.3421393,71566240.4579552,1995,103,9560,tt0114887
Father of the Bride Part II,Comedy,Steve Martin,Diane Keaton,Charles Shyer,0.758379,12/8/95,5.7,82,Sandollar Productions,36465392.87917733,109581884.36013299,1995,106,11862,tt0113041
Balto,Family,Kevin Bacon,Bob Hoskins,Simon Wells,0.7434850000000001,12/22/95,6.9,200,Universal Studios,36465392.87917733,113802822.54054782,1995,78,21032,tt0112453
Virtuosity,Action,Denzel Washington,Russell Crowe,Brett Leonard,0.726743,8/4/95,5.4,79,Paramount Pictures,42929006.013208896,34411891.2201883,1995,106,9271,tt0114857
The Prophecy,Fantasy,Christopher Walken,Elias Koteas,Gregory Widen,0.705828,9/1/95,5.5,54,Dimension Films,11.4477349368557,22.8954698737114,1995,98,11980,tt0114194
The Basketball Diaries,Drama,Leonardo DiCaprio,Lorraine Bracco,Scott Kalvert,0.694185,4/21/95,6.9,246,New Line Cinema,36465392.87917733,113802822.54054782,1995,102,10474,tt0112461
Dolores Claiborne,Mystery,Kathy Bates,Jennifer Jason Leigh,Taylor Hackford,0.684804,3/24/95,7.0,78,Castle Rock Entertainment,36465392.87917733,113802822.54054782,1995,132,11929,tt0109642
Money Train,Action,Wesley Snipes,Woody Harrelson,Joseph Ruben,0.673425,11/21/95,5.2,113,Columbia Pictures,85858012.02641791,50700748.76772279,1995,103,11517,tt0113845
Powder,Drama,Mary Steenburgen,Sean Patrick Flanery,Victor Salva,0.67066,10/27/95,6.0,64,Caravan Pictures,36465392.87917733,113802822.54054782,1995,111,12665,tt0114168
